Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1040.000000	0.00174845	1040.000000	0.00220784	1040.000000	0.00223064	1040.000000	0.00222868	1040.000000	0.00220753	1040.000000	3.09156e-07	
1060.000000	0.00174159	1060.000000	0.00219932	1060.000000	0.00222208	1060.000000	0.00222013	1060.000000	0.00219901	1060.000000	3.0367e-07	
1080.000000	0.0017351 	1080.000000	0.00219126	1080.000000	0.00221395	1080.000000	0.00221201	1080.000000	0.00219096	1080.000000	2.98381e-07	
1100.000000	0.00172897	1100.000000	0.00218365	1100.000000	0.0022062 	1100.000000	0.00220427	1100.000000	0.00218335	1100.000000	2.93278e-07	
1120.000000	0.00172318	1120.000000	0.00217645	1120.000000	0.00219883	1120.000000	0.00219691	1120.000000	0.00217617	1120.000000	2.88351e-07	
1140.000000	0.00171771	1140.000000	0.00216966	1140.000000	0.00219182	1140.000000	0.0021899 	1140.000000	0.00216937	1140.000000	2.83592e-07	
1160.000000	0.00171255	1160.000000	0.00216323	1160.000000	0.00218513	1160.000000	0.00218322	1160.000000	0.00216296	1160.000000	2.78992e-07	
1180.000000	0.00170768	1180.000000	0.00215717	1180.000000	0.00217876	1180.000000	0.00217686	1180.000000	0.0021569 	1180.000000	2.74543e-07	
1200.000000	0.00170309	1200.000000	0.00215145	1200.000000	0.00217268	1200.000000	0.00217079	1200.000000	0.00215118	1200.000000	2.70238e-07	
1220.000000	0.00169876	1220.000000	0.00214605	1220.000000	0.00216688	1220.000000	0.00216501	1220.000000	0.00214578	1220.000000	2.66069e-07	
